Company,Sector,Year,Revenue (Cr),Net Profit (Cr),EBITDA Margin (%),Debt/Equity,EPS,P/E Ratio,Market Cap (Cr)
Axis Bank,Energy,2013,1703.98,232.03,19.93,0.58,24.87,21.44,25715.35
Tata Steel,Metals,2023,1242.76,166.44,20.97,0.78,38.3,7.16,25326.18
Infosys,Automobile,2021,1627.79,402.9,16.14,0.44,46.54,18.83,28329.17
Infosys,Metals,2019,1223.82,109.29,12.48,0.97,18.25,24.85,53864.37
Reliance,Energy,2016,1900.97,171.42,18.12,0.93,2.25,19.83,2646.33
Wipro,IT,2018,,174.65,20.31,1.01,10.13,20.83,5840.17
ICICI,Metals,2023,1293.53,91.85,15.56,0.57,7.18,23.23,35386.8
Infosys,Finance,2022,1524.18,258.07,19.31,1.09,29.17,20.62,-1005.38
ICICI,IT,2014,1243.86,165.7,19.8,0.94,25.98,8.64,23995.88
Axis Bank,Metals,2023,1951.23,9.62,23.73,1.47,27.17,30.21,20584.39
Reliance,Finance,2010,1986.86,255.61,15.9,1.04,36.26,38.3,29533.93
Wipro,IT,2014,1708.87,149.11,12.3,0.62,41.29,30.67,22483.04
Wipro,Metals,2015,1967.0,191.61,17.66,0.39,33.43,18.5,28221.9
Mahindra,Automobile,2023,1545.54,254.15,26.44,0.87,32.35,13.8,20643.83
Tata Steel,Finance,2020,1729.05,170.82,9.18,0.49,10.26,30.6,14909.11
HDFC,Automobile,2011,1867.42,170.17,6.43,0.58,19.91,21.0,26807.07
HDFC,Energy,2017,1498.28,397.18,17.46,0.51,38.85,26.51,36130.85
SBI,Metals,2022,1521.33,27.7,16.1,0.63,19.5,13.06,37560.55
TCS,Metals,2011,1780.1,97.12,16.96,1.24,36.06,23.58,32163.93
Reliance,Finance,2023,1693.95,112.64,16.77,0.51,26.23,22.71,45302.16
Axis Bank,Metals,2018,1273.36,343.12,23.03,0.67,32.83,29.69,31029.17
Wipro,Energy,2023,843.95,148.43,17.79,0.37,16.28,25.73,39872.38
Tata Steel,Metals,2022,1447.34,219.22,22.1,0.29,32.63,21.17,26831.65
ICICI,IT,2011,870.93,162.07,5.61,0.72,18.61,33.24,35485.95
Reliance,Automobile,2012,1202.69,248.26,15.35,0.86,27.31,18.12,53510.94
SBI,Energy,2017,1237.71,198.98,13.92,0.45,24.71,30.74,32133.73
Reliance,Energy,2020,1329.41,220.25,6.58,0.34,36.92,23.96,44366.9
SBI,Automobile,2015,1746.13,302.98,18.52,0.24,33.32,25.19,30120.65
Wipro,Automobile,2010,1811.3,235.22,17.5,0.84,7.34,40.81,14950.76
TCS,Energy,2013,1652.62,141.19,15.66,1.08,16.9,5.01,31897.5
SBI,Automobile,2014,1689.75,224.97,17.37,0.37,18.64,10.27,36412.0
Wipro,Finance,2023,1696.84,393.49,18.52,0.61,31.92,28.22,40191.18
Wipro,Automobile,2020,750.95,245.2,23.07,1.12,20.05,26.41,21824.24
TCS,IT,2012,1503.06,212.15,21.21,0.74,14.11,20.9,75194.16
HDFC,IT,2010,961.06,90.36,19.64,0.77,11.35,27.84,42956.95
Reliance,Finance,2012,1652.74,257.95,29.54,0.91,32.27,12.18,45078.88
Infosys,Automobile,2022,872.07,269.78,14.46,0.67,4.26,33.69,40555.38
Infosys,IT,2018,1445.87,225.02,11.2,0.57,35.55,29.71,19913.03
ICICI,Metals,2011,1664.33,209.13,23.87,0.89,12.13,31.8,24977.89
ICICI,Automobile,2010,1164.67,426.6,27.33,0.39,20.52,8.98,36752.87
Infosys,Finance,2016,1788.51,268.43,14.82,0.32,13.31,27.47,7857.05
Axis Bank,Automobile,2022,1651.99,299.2,24.89,0.59,15.81,20.01,24304.55
Infosys,Energy,2016,1614.25,205.35,15.33,1.01,22.77,36.72,23948.69
ICICI,Energy,2014,1709.4,189.47,,1.15,23.63,21.83,37274.44
Tata Steel,IT,2011,1392.24,250.57,21.2,0.66,9.54,13.79,18080.3
ICICI,Energy,2023,1545.58,189.4,14.84,1.05,20.95,24.09,54127.18
Axis Bank,Finance,2010,1503.02,195.97,27.23,1.21,26.03,8.15,68703.75
Reliance,IT,2022,1496.24,237.06,27.81,0.81,29.68,27.4,35198.61
Infosys,Finance,2014,1298.39,158.98,12.89,0.99,4.58,17.02,44927.84
TCS,Finance,2019,1127.24,217.63,19.01,1.36,20.21,18.75,35956.19
Tata Steel,Energy,2013,1398.94,206.41,22.57,0.59,4.46,21.74,23514.41
Wipro,Energy,2018,1382.42,277.36,8.59,0.73,19.92,17.81,18747.9
Axis Bank,Finance,2014,1278.98,151.09,18.13,1.28,20.7,31.39,34113.2
ICICI,Energy,2020,1755.62,40.01,9.73,0.52,31.29,18.02,21903.33
TCS,Energy,2019,1148.34,175.15,21.34,0.85,34.73,23.62,42160.97
SBI,Energy,2021,1448.55,231.78,18.43,0.61,14.78,23.92,22282.23
HDFC,Automobile,2021,1849.9,277.13,16.13,1.21,27.94,20.29,32646.09
Infosys,Finance,2011,,144.57,10.17,0.44,31.55,14.48,19712.0
HDFC,Metals,2013,1864.89,243.37,15.01,0.78,17.53,4.05,18894.29
Axis Bank,Finance,2022,1322.77,290.81,20.6,0.49,32.73,27.75,47330.45
SBI,IT,2021,1735.29,,17.8,0.36,26.36,12.74,24464.1
SBI,Energy,2018,1181.11,136.75,23.96,0.23,22.27,34.07,25129.25
SBI,Energy,2017,1417.24,145.34,23.64,0.75,26.42,15.67,22241.32
Wipro,Metals,2012,1445.47,234.8,23.43,0.95,9.2,28.89,23970.19
Axis Bank,IT,2017,1327.25,330.03,15.31,0.81,26.4,20.91,28714.24
Reliance,Automobile,2022,1391.46,201.13,19.47,0.87,16.54,31.08,5709.79
HDFC,Finance,2011,1351.99,186.77,13.17,0.67,25.29,22.66,39757.28
Reliance,Automobile,2012,1205.28,90.43,11.7,1.1,20.94,23.36,34733.92
TCS,IT,2023,1756.92,170.86,23.91,1.02,27.88,11.9,40525.02
Mahindra,Metals,2014,1445.26,142.78,12.07,0.84,36.92,25.32,45540.75
Tata Steel,IT,2020,1560.43,202.18,11.53,0.86,26.27,26.5,31751.32
Tata Steel,Metals,2021,1549.13,78.97,18.53,0.66,35.0,21.22,31245.33
Reliance,Automobile,2023,1516.42,173.71,16.65,1.38,14.77,27.7,37162.36
Mahindra,Automobile,2019,1527.84,119.29,17.08,1.04,39.34,22.88,14205.11
Mahindra,IT,2019,1408.37,275.22,29.53,0.77,14.87,28.5,25701.86
Infosys,IT,2017,1925.52,131.27,13.03,0.75,12.47,20.83,41747.14
TCS,Energy,2010,1728.22,154.21,20.48,0.68,22.25,27.77,40364.77
Axis Bank,Metals,2013,1505.51,222.57,18.43,0.71,20.56,21.85,56388.45
Mahindra,Energy,2010,1365.88,163.7,23.05,0.87,9.18,34.4,29083.84
ICICI,Finance,2010,1464.35,388.76,14.07,0.29,13.72,17.65,44600.03
Tata Steel,Finance,2021,1625.29,274.44,16.88,0.73,-10.94,19.35,29292.16
ICICI,IT,2014,1949.98,201.38,18.57,0.76,11.49,15.36,16794.17
TCS,Automobile,2015,1088.09,229.45,10.83,0.8,18.4,17.29,32120.92
Mahindra,Finance,2010,1697.93,,8.97,0.85,39.9,16.37,27368.62
HDFC,Finance,2020,1838.02,298.54,17.9,0.81,32.13,34.42,24946.14
Tata Steel,Energy,2015,1053.98,240.95,24.69,0.92,28.23,34.65,17107.75
Infosys,Energy,2014,1445.65,194.15,16.24,0.76,46.65,19.17,26896.15
Infosys,Finance,2013,1180.64,245.27,16.92,1.1,7.08,29.96,19927.58
SBI,IT,2019,1629.16,255.03,23.75,1.0,24.32,18.87,53812.63
Wipro,Energy,2014,1392.49,166.69,17.26,1.47,45.35,23.03,40884.88
Mahindra,Finance,2017,1460.96,230.41,21.88,1.01,19.93,30.75,15978.02
TCS,Automobile,2018,1376.68,283.9,31.33,0.58,16.72,18.37,22837.63
Tata Steel,Energy,2020,1716.05,236.39,15.11,0.75,33.17,13.0,25260.3
Wipro,Finance,2023,1568.71,179.79,17.11,0.65,19.43,23.3,27500.05
TCS,Metals,2021,1569.28,223.73,19.98,0.8,37.59,14.35,19948.32
Reliance,Energy,2011,1548.19,310.58,25.46,1.13,33.31,20.25,28672.25
Mahindra,Metals,2015,1671.75,262.72,17.42,0.7,23.1,22.3,42180.86
Axis Bank,Energy,2012,1421.41,106.95,21.65,0.63,34.81,24.77,25572.77
Axis Bank,Energy,2011,2010.23,246.93,19.74,0.95,22.64,24.85,15696.47
Mahindra,Metals,2021,1129.56,236.33,17.64,0.56,26.33,22.15,5794.91
SBI,IT,2023,982.22,293.13,15.9,0.54,30.85,26.02,6483.14
SBI,Finance,2022,957.4,202.63,14.95,0.91,21.1,30.94,33415.05
Axis Bank,IT,2010,876.12,170.45,33.33,0.26,40.1,25.97,31518.71
HDFC,IT,2013,1701.95,90.55,10.29,0.66,25.7,27.4,27574.05
Tata Steel,Finance,2017,1665.41,144.43,10.77,1.06,27.9,13.78,23016.25
Axis Bank,Automobile,2012,1862.33,296.64,19.22,0.25,11.84,21.6,24903.21
HDFC,IT,2014,1183.01,215.84,19.02,0.27,18.55,22.94,33110.28
Wipro,IT,2023,1723.64,192.02,20.13,0.37,26.63,36.3,22881.11
HDFC,IT,2019,1517.05,303.65,13.63,-0.02,33.69,4.67,30586.98
Wipro,Automobile,2014,1549.98,287.17,12.87,1.37,39.13,26.24,26966.28
TCS,Energy,2014,1687.69,141.14,16.57,0.84,14.39,23.89,31181.32
ICICI,Metals,2020,1273.12,296.08,22.54,0.6,16.73,25.18,3819.25
TCS,Metals,2018,2276.17,67.31,12.91,0.41,12.7,10.49,39716.44
Axis Bank,Automobile,2017,1899.56,236.76,18.76,1.46,29.94,21.41,33336.43
Wipro,IT,2017,1340.49,227.3,15.44,1.0,39.13,33.15,24305.71
Axis Bank,Metals,2022,1172.78,291.98,10.38,0.76,23.42,11.96,26205.9
Mahindra,Automobile,2022,1473.63,230.48,11.59,1.17,25.58,25.04,36325.79
Tata Steel,Finance,2010,1554.68,180.44,22.55,0.92,26.33,15.93,28450.96
Infosys,Metals,2010,1819.68,186.75,14.98,0.65,20.31,31.77,37263.58
Axis Bank,Finance,2011,1149.38,415.46,24.22,0.62,12.79,25.89,31358.38
Tata Steel,IT,2023,1585.65,206.61,17.81,0.62,35.6,23.34,41165.34
HDFC,Metals,2017,1041.3,247.77,11.16,0.5,26.54,14.81,18411.12
TCS,Automobile,2019,1630.91,38.31,20.39,1.13,19.52,18.99,31518.89
HDFC,Energy,2010,1467.75,133.81,13.99,0.64,55.05,17.48,8628.89
Infosys,Metals,2013,2081.0,241.5,16.12,1.21,24.97,13.88,18419.13
Wipro,Metals,2018,1036.2,70.84,23.66,0.55,7.88,18.95,13751.46
Mahindra,Metals,2011,1911.18,243.95,11.55,0.62,31.55,6.36,28098.38
Tata Steel,Metals,2012,988.85,141.99,15.75,0.66,6.58,25.08,25958.64
Mahindra,Automobile,2020,1101.84,117.29,12.58,0.53,29.66,17.1,22667.88
ICICI,Automobile,2015,996.87,141.69,12.05,0.62,29.39,15.07,13966.1
Axis Bank,Energy,2022,1575.11,322.2,15.63,0.97,38.8,9.96,9984.37
Wipro,Automobile,2020,1147.89,226.67,13.71,1.16,14.98,22.93,16352.09
ICICI,Automobile,2019,1095.5,127.17,16.63,0.89,22.06,33.51,40454.43
Reliance,IT,2012,1560.83,262.03,21.19,0.44,24.31,17.89,30344.27
Axis Bank,IT,2013,1635.53,266.38,14.25,0.62,33.66,29.62,18868.21
HDFC,Finance,2018,1511.95,169.5,10.66,0.63,29.34,24.06,28829.56
TCS,Energy,2018,1451.33,276.73,21.21,1.31,30.19,18.89,33100.54
Tata Steel,IT,2019,2048.67,280.54,14.21,1.1,37.19,33.63,31236.94
Infosys,Energy,2014,1543.75,268.11,27.14,1.16,22.78,7.92,23488.24
Infosys,Energy,2016,1741.71,146.1,15.96,0.59,39.63,21.01,23528.7
HDFC,Metals,2018,1542.88,105.68,17.32,0.42,24.12,17.53,24361.59
SBI,Energy,2017,1170.64,64.57,6.48,0.97,33.95,22.23,44504.03
Infosys,Metals,2020,1664.97,147.56,12.19,0.66,20.04,11.91,37109.64
Tata Steel,Finance,2016,1303.26,170.58,6.6,0.89,30.95,25.64,45475.9
HDFC,Finance,2021,1472.7,177.09,19.47,0.92,36.58,8.61,31398.92
Wipro,Finance,2017,1591.62,196.22,17.59,0.68,14.18,24.51,18149.43
Infosys,Metals,2014,917.57,338.64,21.15,1.1,34.44,16.48,45537.42
Mahindra,Metals,2014,1017.15,172.83,22.04,0.36,26.79,23.23,26042.79
HDFC,Finance,2014,,196.1,22.81,0.83,45.38,15.06,16632.33
Tata Steel,Metals,2010,1300.88,54.59,16.87,1.0,22.36,14.04,18399.85
Mahindra,Automobile,2015,1315.1,378.24,18.43,1.31,27.93,31.12,38274.09
Axis Bank,Automobile,2014,1549.93,94.73,20.89,0.84,23.44,31.92,31653.16
Axis Bank,Metals,2017,1384.3,143.45,14.03,1.18,31.63,11.99,21278.74
Infosys,Metals,2017,1625.28,255.66,13.31,1.16,3.17,21.11,21187.08
Mahindra,IT,2011,1484.66,219.7,25.7,1.5,10.9,25.42,62413.02
TCS,IT,2020,1559.58,331.45,8.97,0.9,31.69,19.54,35379.47
Axis Bank,Energy,2015,1289.44,257.6,20.5,1.42,25.27,19.77,27810.36
TCS,Energy,2021,1558.08,193.5,19.71,1.04,4.97,25.06,35406.75
Wipro,Energy,2020,1831.53,283.53,12.38,0.34,18.66,23.83,7156.54
HDFC,Finance,2019,1329.68,292.9,14.66,0.81,21.07,16.86,18456.38
ICICI,Automobile,2019,1774.6,147.19,16.22,0.53,20.15,23.69,20242.12
Tata Steel,Finance,2015,1484.53,277.04,19.08,1.26,34.32,18.15,45812.13
HDFC,Metals,2012,1720.34,182.22,19.76,0.85,37.56,17.51,6239.15
Tata Steel,IT,2010,1538.63,191.72,17.85,0.4,2.62,14.84,18645.7
Mahindra,Metals,2016,1489.98,211.43,18.94,1.06,23.81,14.86,30491.88
Wipro,Metals,2019,1604.92,169.54,21.3,1.2,26.14,21.81,24470.06
Reliance,IT,2014,1864.08,165.23,21.07,0.68,10.18,9.29,18222.48
Infosys,Metals,2021,1570.83,278.78,25.67,0.67,37.53,9.09,26637.91
Tata Steel,Energy,2021,1643.56,77.68,23.22,0.86,28.71,18.82,49498.62
Tata Steel,IT,2019,1389.45,115.07,18.09,0.26,33.51,20.03,40365.09
Mahindra,Metals,2014,1971.27,253.98,21.2,1.01,20.54,12.65,10141.24
TCS,Energy,2020,1692.1,194.17,20.12,1.31,17.21,32.26,30931.8
HDFC,Energy,2017,1523.31,279.32,18.82,0.6,19.31,14.78,8789.8
Reliance,Automobile,2021,1463.2,228.63,13.66,1.35,23.9,15.42,33229.18
SBI,Energy,2014,1793.37,93.3,18.81,1.1,20.74,14.84,41038.99
Infosys,Finance,2014,1318.14,205.03,7.67,0.78,34.06,26.65,13564.52
ICICI,IT,2010,965.14,242.76,23.36,0.99,51.66,31.87,34514.44
SBI,IT,2011,1521.72,218.72,19.75,1.28,30.83,13.24,48188.22
HDFC,IT,2014,1857.0,162.54,17.2,0.84,5.53,25.88,3791.07
Infosys,Metals,2016,1977.39,178.08,15.9,0.92,26.55,21.86,31200.66
Tata Steel,Metals,2012,1467.81,155.19,21.27,0.64,13.12,14.66,31732.36
ICICI,Finance,2021,1513.08,93.98,27.19,0.76,20.92,21.84,28718.53
TCS,Energy,2010,1655.86,82.98,19.88,1.01,24.64,10.77,17324.86
Reliance,Metals,2020,1420.7,231.2,27.51,0.75,22.41,18.25,33523.37
TCS,Energy,2021,1654.92,130.28,21.92,0.65,14.65,12.99,25161.6
Wipro,Energy,2011,1474.38,246.05,13.97,1.15,30.22,17.65,32928.24
Mahindra,Metals,2012,1803.41,152.39,20.44,0.94,5.06,20.48,21352.14
Infosys,Metals,2021,1716.89,94.95,19.95,0.66,28.86,30.46,30387.33
TCS,Finance,2018,1743.07,167.36,13.97,1.33,15.98,20.37,61835.18
SBI,Automobile,2017,1438.4,367.55,15.96,1.43,27.79,13.03,11451.82
Mahindra,IT,2013,2077.78,192.35,15.86,1.1,11.55,20.12,-4784.1
TCS,Metals,2017,1645.17,251.67,18.5,0.44,27.31,5.48,31582.38
Axis Bank,Metals,2022,1574.19,213.5,16.6,0.92,38.77,25.99,26115.32
Wipro,Energy,2018,1271.72,87.58,19.34,0.98,19.05,14.32,27564.44
HDFC,Automobile,2012,1470.88,315.92,20.15,0.32,18.83,33.3,17517.21
Reliance,Metals,2015,1534.31,180.17,24.34,1.16,29.32,26.4,34566.98
Wipro,Automobile,2017,1263.7,95.16,20.75,0.86,27.11,20.76,47097.89
Mahindra,IT,2019,1412.3,159.02,14.49,1.14,11.18,17.92,21354.11
Axis Bank,Energy,2016,1450.26,183.5,28.56,0.71,36.08,16.99,41631.66
Infosys,Finance,2018,1516.78,259.96,14.52,0.95,33.09,17.45,33323.14
SBI,IT,2016,971.19,145.54,16.06,0.96,37.82,19.95,34979.5
Reliance,Automobile,2010,1459.42,409.63,20.99,0.86,30.46,17.17,32048.54
Reliance,Automobile,2018,1386.8,125.03,32.48,0.95,43.88,23.89,24615.53
Wipro,IT,2021,1493.73,248.96,20.01,0.76,6.27,30.28,38000.8
Mahindra,Automobile,2014,1810.58,42.08,14.79,0.45,40.24,20.72,23295.97
Infosys,Finance,2015,2115.72,190.1,9.8,0.19,21.1,27.74,41751.64
Tata Steel,Finance,2011,1703.51,229.38,9.47,0.61,19.56,10.74,43656.14
Axis Bank,Automobile,2011,1129.67,110.43,18.05,1.04,17.86,22.5,27586.0
Tata Steel,Automobile,2022,1396.38,319.92,20.72,0.49,30.09,20.6,17258.38
SBI,Finance,2013,1678.79,234.76,10.9,1.12,33.0,10.24,29750.75
Infosys,Automobile,2013,1644.99,174.59,19.11,1.22,20.34,18.21,43416.27
Infosys,Metals,2014,1796.2,233.89,11.43,0.94,27.74,25.99,24008.02
Axis Bank,Energy,2016,1470.79,152.53,13.38,0.75,52.64,1.17,31571.54
ICICI,Metals,2022,1390.95,300.11,21.16,1.11,18.3,18.6,27172.63
Tata Steel,Automobile,2020,2025.73,281.22,14.26,1.15,21.06,16.83,25360.56
TCS,Automobile,2021,1517.6,229.87,24.55,0.73,39.2,21.88,49808.38
Reliance,Energy,2010,1195.0,248.94,15.08,0.83,9.24,26.34,41031.55
ICICI,Automobile,2019,1942.54,81.82,23.55,0.56,27.45,24.89,20517.29
TCS,Energy,2013,1051.17,317.36,29.33,0.89,0.85,26.8,5617.23
Mahindra,Finance,2022,451.49,192.05,14.27,0.18,11.2,28.27,35587.4
Axis Bank,Energy,2018,1730.82,282.0,30.33,0.71,13.1,17.46,19852.06
Mahindra,Energy,2017,1773.21,259.99,18.07,0.54,16.23,3.01,32979.32
Reliance,Metals,2012,1624.2,280.78,14.84,0.77,12.53,24.71,27236.62
HDFC,Automobile,2015,1109.26,116.18,16.52,0.56,27.01,12.94,45306.45
TCS,Finance,2020,1482.34,126.36,,0.23,39.0,21.98,28000.98
ICICI,IT,2018,1416.55,379.86,25.01,0.6,45.39,10.08,32572.97
TCS,Energy,2017,1338.81,78.45,24.59,0.66,14.71,14.81,56227.7
TCS,IT,2016,1923.62,112.19,24.53,1.12,32.28,24.06,44142.65
Axis Bank,Automobile,2016,1186.0,203.46,11.5,0.61,37.09,16.89,8662.0
Mahindra,Energy,2010,1594.83,203.6,18.95,0.55,26.21,8.31,26594.96
Tata Steel,IT,2014,1858.21,156.8,10.25,0.44,32.08,10.52,23446.44
HDFC,Metals,2016,1614.43,249.29,23.06,1.14,29.6,27.89,36933.38
Axis Bank,IT,2023,1872.34,272.17,15.58,0.73,29.59,17.53,23205.36
SBI,Metals,2022,1669.11,198.55,20.52,0.88,17.63,17.69,11460.36
Axis Bank,Finance,2011,1628.8,178.52,15.49,0.34,5.06,15.72,31292.51
Reliance,Automobile,2015,1610.05,198.22,9.22,0.27,21.51,9.36,41473.44
HDFC,IT,2023,,160.21,22.43,0.53,17.33,18.13,28188.25
Infosys,Energy,2011,1384.34,64.14,22.81,1.29,22.22,28.66,27352.37
SBI,Automobile,2012,1109.44,,18.7,0.47,34.61,14.55,28914.31
Wipro,IT,2010,1786.21,261.27,7.44,0.61,39.36,6.78,20853.14
Axis Bank,Energy,2012,1848.52,187.69,21.75,0.8,26.51,25.42,27231.31
TCS,Energy,2016,1575.59,18.79,14.31,0.61,13.16,20.59,26426.21
Tata Steel,Energy,2014,1335.49,154.26,20.58,0.94,21.11,21.33,37223.29
Infosys,Energy,2013,1032.68,272.46,15.55,0.55,17.28,22.65,44281.69
Axis Bank,IT,2022,1525.74,84.94,16.06,0.47,26.24,7.79,38928.25
Axis Bank,Finance,2021,1095.31,255.67,20.49,1.62,20.33,19.21,24865.43
ICICI,Metals,2017,1053.3,164.37,13.9,0.52,34.03,21.7,7598.98
ICICI,Metals,2017,1493.78,198.5,17.17,1.04,16.52,19.7,27253.09
Infosys,Metals,2010,1270.87,145.13,20.55,0.52,46.83,19.65,37677.53
Mahindra,Finance,2018,1603.59,109.15,28.83,0.34,10.28,28.1,41669.57
ICICI,Energy,2023,1452.21,314.74,17.63,0.77,28.06,23.08,27173.39
TCS,Energy,2018,1318.01,265.27,22.2,0.4,8.89,24.4,23034.14
SBI,Automobile,2011,988.53,251.58,,0.68,35.48,18.9,15532.97
Wipro,Metals,2011,1244.13,272.68,26.47,0.56,25.47,2.09,39776.44
HDFC,Metals,2017,1255.16,240.22,13.96,1.18,27.06,17.72,11653.79
Wipro,Energy,2021,1132.41,275.53,17.34,0.34,16.03,19.83,40677.7
Wipro,Metals,2020,1401.29,146.89,20.56,1.0,35.86,18.64,23030.31
HDFC,Energy,2015,1155.82,310.21,14.1,0.89,31.43,19.47,15984.82
ICICI,Energy,2012,1450.88,303.07,,0.73,19.55,21.49,46728.92
Infosys,Energy,2021,1572.12,230.44,14.69,0.57,24.83,26.65,15084.44
HDFC,IT,2011,1252.15,176.96,22.15,0.85,16.1,14.0,12751.77
Reliance,IT,2014,1627.62,102.12,23.34,0.87,15.31,18.56,53709.12
Mahindra,IT,2017,1091.59,218.29,20.89,0.92,18.85,30.76,37135.35
SBI,IT,2015,1166.35,334.79,21.54,0.72,22.26,8.65,34856.58
Tata Steel,Finance,2021,1466.03,107.13,30.65,0.46,25.02,18.06,32691.16
ICICI,Automobile,2012,1706.11,281.45,20.08,1.06,24.56,4.72,21838.65
Mahindra,Automobile,2021,1760.22,162.28,18.55,0.8,16.35,18.19,23970.98
HDFC,Energy,2021,1983.72,169.11,19.68,0.62,32.59,20.71,50808.38
Reliance,Metals,2018,1387.02,105.96,24.36,0.5,35.9,7.28,28908.0
Tata Steel,IT,2017,1461.75,139.8,29.65,1.08,34.14,21.47,22074.27
SBI,Automobile,2019,1190.2,251.74,17.17,1.22,32.06,15.25,46049.0
SBI,Automobile,2015,1123.87,261.69,13.44,0.97,-0.03,27.56,21042.91
ICICI,IT,2010,1568.57,218.87,23.81,0.99,15.02,23.33,35631.64
HDFC,Finance,2011,1267.24,159.93,11.18,1.15,10.12,16.21,46584.62
Mahindra,Finance,2013,1869.71,111.72,19.29,0.69,7.27,18.54,27800.1
Infosys,Automobile,2011,1061.28,204.94,19.52,1.44,36.44,30.85,3837.41
Mahindra,Finance,2012,1645.91,170.8,17.46,0.48,41.95,19.19,40592.78
Mahindra,IT,2023,1198.28,216.89,17.76,0.73,25.08,10.58,45340.78
SBI,Automobile,2017,1253.87,174.3,9.74,0.57,29.71,12.0,30251.86
Infosys,IT,2018,1661.73,176.35,13.66,0.82,21.41,18.68,27379.22
Infosys,Finance,2015,1297.24,212.72,22.69,1.32,36.7,27.87,29795.78
ICICI,IT,2013,1345.26,228.18,7.79,0.73,27.8,16.57,31107.46
Tata Steel,Finance,2020,1256.35,297.91,17.57,0.93,19.79,12.34,25857.55
Axis Bank,Finance,2011,2035.51,173.04,16.44,-0.07,30.62,20.06,51110.09
Wipro,IT,2016,1314.75,243.64,8.04,0.93,23.18,22.29,32411.06
Wipro,Finance,2019,1515.47,344.29,26.46,1.1,26.96,23.61,30229.59
SBI,Energy,2020,1439.43,245.77,12.85,0.84,31.93,8.09,39355.37
Axis Bank,IT,2016,1566.43,293.14,20.74,0.48,62.6,22.21,24967.05
Tata Steel,Energy,2019,1315.58,150.35,15.66,0.44,42.86,21.82,27074.74
Axis Bank,IT,2018,1439.75,142.37,13.78,0.63,26.5,16.92,36014.02
ICICI,Finance,2014,1618.19,187.25,16.82,0.44,15.6,27.95,29534.27
Mahindra,Finance,2019,1241.1,195.76,16.22,1.27,2.46,23.17,39015.3
SBI,Automobile,2013,1826.8,285.67,17.07,0.94,37.84,14.0,26276.29
Infosys,Automobile,2019,1855.64,141.63,14.07,1.23,36.2,23.28,34997.94
SBI,Energy,2015,1681.95,192.91,12.93,0.71,18.72,6.79,39684.55
Wipro,Finance,2021,1520.96,285.99,23.02,0.57,24.12,16.66,42232.32
Tata Steel,Automobile,2011,602.82,217.24,18.03,0.59,27.08,17.13,6211.0
Axis Bank,Finance,2011,1627.29,199.13,17.7,0.66,30.94,24.63,33607.12
Tata Steel,IT,2021,1382.6,219.08,13.54,0.65,41.55,41.28,40136.7
ICICI,Automobile,2018,1426.12,109.8,25.87,1.17,11.97,17.95,18443.48
SBI,Energy,2016,930.79,108.5,17.56,1.07,31.74,30.25,42917.07
HDFC,Automobile,2016,1648.08,72.94,8.52,0.88,27.19,29.5,32525.46
SBI,Finance,2022,1065.43,216.53,19.38,0.3,19.9,10.69,24810.42
Infosys,Metals,2014,1535.53,273.51,14.18,0.89,33.06,29.37,35129.35
SBI,Metals,2016,1771.4,261.25,22.55,0.71,23.89,15.07,39880.57
Reliance,Finance,2018,1359.2,291.49,23.19,1.22,24.2,20.06,4153.07
ICICI,IT,2019,1864.82,316.34,22.61,1.07,28.14,36.08,49430.91
TCS,Automobile,2014,1275.9,211.57,15.69,0.84,20.42,23.62,6611.19
ICICI,Metals,2018,1680.13,194.83,17.44,0.17,31.54,15.5,16752.44
Axis Bank,IT,2010,1108.56,318.08,19.24,0.76,21.03,23.12,47111.96
TCS,Finance,2022,1809.34,143.92,22.46,0.6,41.9,9.3,41092.34
Axis Bank,IT,2021,1762.8,105.72,12.81,0.92,27.28,27.43,24592.29
Axis Bank,Finance,2012,1640.51,172.89,18.47,0.46,18.3,15.49,42347.94
Infosys,Automobile,2016,1382.01,163.54,27.34,0.88,28.09,2.79,34111.48
Infosys,IT,2013,1079.4,203.87,15.32,0.13,34.9,17.48,32819.29
Mahindra,Automobile,2011,1382.81,132.0,17.87,0.38,9.25,16.4,-4652.36
Wipro,IT,2021,1833.09,229.58,31.07,0.54,37.67,23.49,17648.19
Mahindra,Finance,2023,1538.99,154.47,16.79,0.64,28.4,11.93,25592.16
Mahindra,Finance,2012,1034.09,298.26,10.31,0.92,24.7,22.44,1749.73
Wipro,IT,2016,1162.58,104.43,17.71,0.3,18.14,15.24,39295.3
HDFC,Finance,2017,1875.95,188.84,26.36,0.61,28.47,19.51,29289.84
TCS,Energy,2020,1646.37,173.21,23.28,0.62,16.16,27.46,45840.68
Tata Steel,Energy,2018,1129.8,218.47,13.1,1.01,5.11,27.69,23826.02
Mahindra,Automobile,2015,970.25,274.14,20.08,0.74,17.87,28.93,13065.57
SBI,Energy,2019,1312.49,221.3,17.12,0.51,22.27,14.67,18129.36
SBI,Energy,2018,944.59,189.71,22.06,0.48,31.13,22.08,33673.96
Axis Bank,Metals,2013,1453.25,255.3,14.92,0.63,22.81,22.38,43245.93
Wipro,Metals,2021,2235.49,267.44,20.47,0.31,13.55,28.77,30305.45
Axis Bank,Metals,2014,1020.91,221.54,,1.29,18.39,17.7,41902.16
Reliance,Metals,2010,1444.19,231.01,4.94,0.8,25.21,9.58,29906.51
